"","sampling","plot","treatment","species","abundance","height","Cb","Db","Cm","Dm","datenew","month"
"4462","0may",12,"wp","gedi",2,20.5,NA,NA,NA,NA,2023-05-04,5
"4463","0may",2,"c","gemo",2,19,NA,NA,NA,NA,2023-05-04,5
"4464","0may",12,"wp","libi",2,74,NA,NA,NA,NA,2023-05-04,5
"4465","0may",12,"wp","libi",2,58,NA,NA,NA,NA,2023-05-04,5
"4466","0may",12,"wp","libi",2,39,NA,NA,NA,NA,2023-05-04,5
"4467","0may",14,"c","loco",2,36,NA,NA,NA,NA,2023-05-04,5
"4468","0may",14,"c","loco",2,26,NA,NA,NA,NA,2023-05-04,5
"4469","0may",4,"wp","plla",2,37,NA,NA,NA,NA,2023-05-04,5
"4470","0may",2,"c","poan",2,57,NA,NA,NA,NA,2023-05-04,5
"4471","0may",11,"c","rabu",2,39,NA,NA,NA,NA,2023-05-04,5
"4472","0may",11,"c","rabu",2,30,NA,NA,NA,NA,2023-05-04,5
"4473","0may",5,"wp","rapa",2,51,NA,NA,NA,NA,2023-05-04,5
"4474","0may",5,"wp","rapa",2,38,NA,NA,NA,NA,2023-05-04,5
"4475","0may",12,"wp","shar",2,42,NA,NA,NA,NA,2023-05-04,5
"4476","0may",12,"wp","shar",2,34.5,NA,NA,NA,NA,2023-05-04,5
"4477","0may",12,"wp","shar",2,34,NA,NA,NA,NA,2023-05-04,5
"4478","0may",12,"wp","shar",2,31.5,NA,NA,NA,NA,2023-05-04,5
"4479","0may",11,"c","shar",2,29,NA,NA,NA,NA,2023-05-04,5
"4480","0may",11,"c","shar",2,22,NA,NA,NA,NA,2023-05-04,5
"4481","0may",11,"c","shar",2,17,NA,NA,NA,NA,2023-05-04,5
"4482","0may",2,"c","tono",2,28,NA,NA,NA,NA,2023-05-04,5
"4483","0may",2,"c","tono",2,24,NA,NA,NA,NA,2023-05-04,5
"4484","0may",2,"c","tono",2,20,NA,NA,NA,NA,2023-05-04,5
"4485","0may",6,"p","tono",2,19,NA,NA,NA,NA,2023-05-04,5
"4486","0may",6,"p","tono",2,17,NA,NA,NA,NA,2023-05-04,5
"4487","0may",2,"c","tono",2,14,NA,NA,NA,NA,2023-05-04,5
"4488","0may",2,"c","trdu",2,21,NA,NA,NA,NA,2023-05-04,5
"4489","0may",2,"c","trdu",2,19,NA,NA,NA,NA,2023-05-04,5
"4490","0may",15,"p","trre",2,23,NA,NA,NA,NA,2023-05-04,5
"4491","0may",14,"c","trre",2,22,NA,NA,NA,NA,2023-05-04,5
"4492","0may",15,"p","trre",2,19,NA,NA,NA,NA,2023-05-04,5
"4493","0may",15,"p","trre",2,19,NA,NA,NA,NA,2023-05-04,5
"4494","0may",14,"c","trre",2,17,NA,NA,NA,NA,2023-05-04,5
"4495","0may",15,"p","trre",2,17,NA,NA,NA,NA,2023-05-04,5
"4496","0may",15,"p","trre",2,17,NA,NA,NA,NA,2023-05-04,5
"4497","0may",14,"c","trre",2,15,NA,NA,NA,NA,2023-05-04,5
"4498","0may",14,"c","valo",2,24,NA,NA,NA,NA,2023-05-04,5
"4499","0may",14,"c","valo",2,22,NA,NA,NA,NA,2023-05-04,5
"4500","0may",14,"c","valo",2,18,NA,NA,NA,NA,2023-05-04,5
"4501","0may",11,"c","vear",2,23,NA,NA,NA,NA,2023-05-04,5
"4502","0may",11,"c","vear",2,23,NA,NA,NA,NA,2023-05-04,5
"4503","0may",11,"c","vear",2,19,NA,NA,NA,NA,2023-05-04,5
"4504","0may",11,"c","vear",2,17,NA,NA,NA,NA,2023-05-04,5
"4505","1may",14,"c","avst",2,96,NA,NA,NA,NA,2023-05-16,5
"4506","1may",14,"c","avst",2,70.5,NA,NA,NA,NA,2023-05-16,5
"4507","1may",14,"c","avst",2,64,NA,NA,NA,NA,2023-05-16,5
"4508","1may",14,"c","avst",2,53.5,NA,NA,NA,NA,2023-05-16,5
"4509","1may",14,"c","bepe",2,44.5,NA,NA,NA,NA,2023-05-16,5
"4510","1may",14,"c","bepe",2,27,NA,NA,NA,NA,2023-05-16,5
"4511","1may",14,"c","bepe",2,25,NA,NA,NA,NA,2023-05-16,5
"4512","1may",14,"c","bepe",2,23,NA,NA,NA,NA,2023-05-16,5
"4513","1may",9,"w","bepe",2,17,NA,NA,NA,NA,2023-05-16,5
"4514","1may",9,"w","bepe",2,9,NA,NA,NA,NA,2023-05-16,5
"4515","1may",16,"w","brho",2,70.5,NA,NA,NA,NA,2023-05-16,5
"4516","1may",16,"w","brho",2,61.5,NA,NA,NA,NA,2023-05-16,5
"4517","1may",16,"w","brho",2,59,NA,NA,NA,NA,2023-05-16,5
"4518","1may",14,"c","cyec",2,36,NA,NA,NA,NA,2023-05-16,5
"4519","1may",14,"c","cyec",2,32.5,NA,NA,NA,NA,2023-05-16,5
"4520","1may",16,"w","dagl",2,75,NA,NA,NA,NA,2023-05-16,5
"4521","1may",11,"c","gedi",2,20,NA,NA,NA,NA,2023-05-16,5
"4522","1may",14,"c","libi",2,77,NA,NA,NA,NA,2023-05-16,5
"4523","1may",14,"c","libi",2,68,NA,NA,NA,NA,2023-05-16,5
"4524","1may",14,"c","libi",2,60.5,NA,NA,NA,NA,2023-05-16,5
"4525","1may",8,"w","mear",2,48.5,NA,NA,NA,NA,2023-05-16,5
"4526","1may",16,"w","mear",2,43,NA,NA,NA,NA,2023-05-16,5
"4527","1may",7,"c","mear",2,23,NA,NA,NA,NA,2023-05-16,5
"4528","1may",7,"c","mear",2,18,NA,NA,NA,NA,2023-05-16,5
"4529","1may",11,"c","plla",2,23.5,NA,NA,NA,NA,2023-05-16,5
"4530","1may",8,"w","poan",2,80,NA,NA,NA,NA,2023-05-16,5
"4531","1may",8,"w","poan",2,69,NA,NA,NA,NA,2023-05-16,5
"4532","1may",7,"c","shar",2,30,NA,NA,NA,NA,2023-05-16,5
"4533","1may",11,"c","shar",2,29,NA,NA,NA,NA,2023-05-16,5
"4534","1may",7,"c","shar",2,27,NA,NA,NA,NA,2023-05-16,5
"4535","1may",11,"c","shar",2,23,NA,NA,NA,NA,2023-05-16,5
"4536","1may",7,"c","shar",2,23,NA,NA,NA,NA,2023-05-16,5
"4537","1may",11,"c","shar",2,22,NA,NA,NA,NA,2023-05-16,5
"4538","1may",16,"w","tono",2,27.5,NA,NA,NA,NA,2023-05-16,5
"4539","1may",16,"w","tono",2,19.5,NA,NA,NA,NA,2023-05-16,5
"4540","1may",2,"c","trdu",2,34,NA,NA,NA,NA,2023-05-16,5
"4541","1may",14,"c","trdu",2,29,NA,NA,NA,NA,2023-05-16,5
"4542","1may",14,"c","trdu",2,27,NA,NA,NA,NA,2023-05-16,5
"4543","1may",2,"c","trdu",2,19,NA,NA,NA,NA,2023-05-16,5
"4544","1may",2,"c","trdu",2,16.5,NA,NA,NA,NA,2023-05-16,5
"4545","1may",2,"c","visa",2,58,NA,NA,NA,NA,2023-05-16,5
"4546","1may",2,"c","visa",2,36,NA,NA,NA,NA,2023-05-16,5
"4547","1may",2,"c","visa",2,35,NA,NA,NA,NA,2023-05-16,5
"4548","10oct",4,"wp","ni_p4_1",2,25,NA,0.33,1.6,NA,2023-10-16,10
"4549","10oct",10,"p","veof",2,17,3,NA,2,NA,2023-10-16,10
"4550","10oct",3,"p","gedi",2,15,NA,0.15,NA,0.02,2023-10-16,10
"4551","10oct",3,"p","ni_p3_3",2,13.5,NA,0.1,NA,0.07,2023-10-16,10
"4552","10oct",11,"c","trfr",2,13,NA,0.13,NA,0.15,2023-10-16,10
"4553","10oct",3,"p","ni_p3_3",2,11.5,1.6,NA,1.3,NA,2023-10-16,10
"4554","10oct",7,"c","rucr",2,11,1.1,NA,1.5,NA,2023-10-16,10
"4555","10oct",13,"wp","cadi",2,10,7,NA,4.3,NA,2023-10-16,10
"4556","10oct",13,"wp","ni_p13_5",2,10,3.6,NA,1.8,NA,2023-10-16,10
"4557","10oct",3,"p","ni_p3_3",2,10,2,NA,2,NA,2023-10-16,10
"4558","10oct",1,"w","shar",2,9,NA,0.02,NA,0.01,2023-10-16,10
"4559","10oct",3,"p","ni_p3_3",2,9,NA,0.03,NA,0.08,2023-10-16,10
"4560","10oct",6,"p","ni_p6_2",2,9,2,NA,2.5,NA,2023-10-16,10
"4561","10oct",4,"wp","ni_p4_2",2,8,4,NA,4,NA,2023-10-16,10
"4562","10oct",1,"w","shar",2,7,NA,0.02,NA,0.01,2023-10-16,10
"4563","10oct",10,"p","ni_p10_2",2,7,3.2,NA,2.6,NA,2023-10-16,10
"4564","10oct",11,"c","trfr",2,7,0.8,NA,0.8,NA,2023-10-16,10
"4565","10oct",12,"wp","trre",2,7,NA,0.15,1.9,NA,2023-10-16,10
"4566","10oct",3,"p","gedi",2,7,NA,0.03,NA,0.04,2023-10-16,10
"4567","10oct",7,"c","shar",2,6,NA,0.01,NA,0.01,2023-10-16,10
"4568","10oct",9,"w","asteraceae",2,6,1.8,NA,1.5,NA,2023-10-16,10
"4569","10oct",3,"p","gedi",2,5.5,NA,0.02,NA,0.02,2023-10-16,10
"4570","10oct",1,"w","shar",2,5,NA,0.02,NA,0.1,2023-10-16,10
"4571","10oct",12,"wp","melu",2,5,1.4,NA,1,NA,2023-10-16,10
"4572","10oct",13,"wp","ni_p13_5",2,5,1.8,NA,0.9,NA,2023-10-16,10
"4573","10oct",15,"p","vepe",2,5,NA,0.06,0.7,NA,2023-10-16,10
"4574","10oct",4,"wp","cabu",2,5,2.5,NA,2.6,NA,2023-10-16,10
"4575","10oct",4,"wp","vepe",2,5,NA,0.06,2.1,NA,2023-10-16,10
"4576","10oct",9,"w","asteraceae",2,5,1.3,NA,2,NA,2023-10-16,10
"4577","10oct",1,"w","shar",2,4.5,NA,0.02,NA,0.03,2023-10-16,10
"4578","10oct",1,"w","shar",2,4.5,NA,0.01,NA,0.01,2023-10-16,10
"4579","10oct",7,"c","shar",2,4.5,NA,0.03,NA,0.03,2023-10-16,10
"4580","10oct",7,"c","shar",2,4,NA,0.02,NA,0.02,2023-10-16,10
"4581","10oct",7,"c","shar",2,4,NA,0.01,NA,0.02,2023-10-16,10
"4582","10oct",15,"p","vepe",2,3.5,NA,0.1,NA,0.04,2023-10-16,10
"4583","10oct",15,"p","vepe",2,3.5,NA,0.06,NA,0.05,2023-10-16,10
"4584","10oct",15,"p","vepe",2,3,NA,0.06,NA,0.06,2023-10-16,10
"4585","10oct",3,"p","gedi",2,3,NA,0.1,NA,0.04,2023-10-16,10
"4586","10oct",3,"p","gedi",2,3,NA,0.02,NA,0.03,2023-10-16,10
"4587","10oct",4,"wp","vepe",2,3,NA,0.06,NA,0.01,2023-10-16,10
"4588","10oct",4,"wp","vepe",2,3,NA,0.01,NA,0.04,2023-10-16,10
"4589","10oct",15,"p","vepe",2,2.5,NA,0.07,NA,0.07,2023-10-16,10
"4590","10oct",4,"wp","bepe",2,2,1.1,NA,0.9,NA,2023-10-16,10
"4591","10oct",7,"c","shar",2,2,NA,0.03,NA,0.02,2023-10-16,10
"4592","10oct",4,"wp","bepe",2,1.2,1.1,NA,0.9,NA,2023-10-16,10
"4593","11nov",6,"p","melu",2,39,5,NA,1.6,NA,2023-11-13,11
"4594","11nov",4,"wp","cabu",2,35.8,3.5,NA,2,NA,2023-11-13,11
"4595","11nov",15,"p","coar",2,32,NA,0.1,NA,0.1,2023-11-13,11
"4596","11nov",4,"wp","ni_p4_1",2,25,NA,0.27,NA,0.2,2023-11-13,11
"4597","11nov",11,"c","ni_p11_1",2,23,2.7,NA,1.4,NA,2023-11-13,11
"4598","11nov",15,"p","coar",2,23,1.5,NA,1,NA,2023-11-13,11
"4599","11nov",15,"p","coar",2,20,1.3,NA,0.8,NA,2023-11-13,11
"4600","11nov",13,"wp","shar",2,13,1.9,NA,1.5,NA,2023-11-13,11
"4601","11nov",15,"p","veof",2,13,3.5,NA,3.3,NA,2023-11-13,11
"4602","11nov",16,"w","libi",2,13,NA,0.02,NA,0.02,2023-11-13,11
"4603","11nov",13,"wp","shar",2,12,1.5,NA,1,NA,2023-11-13,11
"4604","11nov",11,"c","trre",2,11,NA,0.22,NA,0.21,2023-11-13,11
"4605","11nov",15,"p","coar",2,11,NA,0.12,NA,0.09,2023-11-13,11
"4606","11nov",15,"p","coar",2,11,NA,0.1,NA,0.07,2023-11-13,11
"4607","11nov",16,"w","libi",2,11,NA,0.02,NA,0.02,2023-11-13,11
"4608","11nov",13,"wp","shar",2,10,1,NA,0.9,NA,2023-11-13,11
"4609","11nov",7,"c","shar",2,10,NA,0.03,NA,0.02,2023-11-13,11
"4610","11nov",13,"wp","shar",2,9,2,NA,1.6,NA,2023-11-13,11
"4611","11nov",8,"w","shar",2,9,NA,0.09,NA,0.16,2023-11-13,11
"4612","11nov",11,"c","trfr",2,8,NA,0.16,NA,0.14,2023-11-13,11
"4613","11nov",5,"wp","trre",2,8,2,NA,1.1,NA,2023-11-13,11
"4614","11nov",2,"c","visa",2,8,NA,0.04,NA,0.02,2023-11-13,11
"4615","11nov",2,"c","gedi",2,8,2.5,NA,2,NA,2023-11-13,11
"4616","11nov",16,"w","libi",2,7.5,NA,0.01,NA,0.02,2023-11-13,11
"4617","11nov",6,"p","trre",2,7.5,1.8,NA,1.2,NA,2023-11-13,11
"4618","11nov",9,"w","gedi",2,7.5,NA,0.03,NA,0.01,2023-11-13,11
"4619","11nov",2,"c","visa",2,7.5,NA,0.04,NA,0.01,2023-11-13,11
"4620","11nov",11,"c","rabu",2,7,NA,0.07,NA,0.06,2023-11-13,11
"4621","11nov",11,"c","rabu",2,7,NA,0.05,NA,0.06,2023-11-13,11
"4622","11nov",13,"wp","ni_p13_6",2,7,1.5,NA,1.5,NA,2023-11-13,11
"4623","11nov",7,"c","shar",2,7,NA,0.04,NA,0.03,2023-11-13,11
"4624","11nov",2,"c","visa",2,7,NA,0.01,NA,0.02,2023-11-13,11
"4625","11nov",4,"wp","rabu",2,6.5,2.1,NA,2.6,NA,2023-11-13,11
"4626","11nov",13,"wp","ni_p13_6",2,6,3,NA,3.2,NA,2023-11-13,11
"4627","11nov",13,"wp","shar",2,6,1.1,NA,1.3,NA,2023-11-13,11
"4628","11nov",15,"p","visa",2,6,NA,0.05,NA,0.04,2023-11-13,11
"4629","11nov",9,"w","gedi",2,5.5,NA,0.04,NA,0.02,2023-11-13,11
"4630","11nov",11,"c","bepe",2,5,1.9,NA,2,NA,2023-11-13,11
"4631","11nov",7,"c","shar",2,5,NA,0.05,NA,0.04,2023-11-13,11
"4632","11nov",7,"c","shar",2,5,NA,0.04,NA,0.03,2023-11-13,11
"4633","11nov",9,"w","gedi",2,5,NA,0.01,NA,0.01,2023-11-13,11
"4634","11nov",2,"c","gedi",2,5,NA,0.1,NA,0.06,2023-11-13,11
"4635","11nov",11,"c","bepe",2,4,2.5,NA,2,NA,2023-11-13,11
"4636","11nov",2,"c","rapa",2,4,NA,0.03,NA,0.01,2023-11-13,11
"4637","11nov",9,"w","gedi",2,4,NA,0.01,NA,0.02,2023-11-13,11
"4638","11nov",14,"c","bepe",2,3.5,1.5,NA,NA,1.81,2023-11-13,11
"4639","11nov",7,"c","shar",2,3.5,NA,0.04,NA,0.05,2023-11-13,11
"4640","11nov",11,"c","bepe",2,3,1.5,NA,1,NA,2023-11-13,11
"4641","11nov",14,"c","bepe",2,3,2.1,NA,2.5,NA,2023-11-13,11
"4642","11nov",4,"wp","rabu",2,3,2,NA,1.7,NA,2023-11-13,11
"4643","11nov",1,"w","bepe",2,2.5,NA,0.04,NA,0.02,2023-11-13,11
"4644","11nov",3,"p","bepe",2,1.5,0.6,NA,0.6,NA,2023-11-13,11
"4645","2jun",11,"c","bepe",2,12,NA,NA,NA,NA,2023-06-14,6
"4646","2jun",11,"c","bepe",2,12,NA,NA,NA,NA,2023-06-14,6
"4647","2jun",11,"c","bepe",2,8,NA,NA,NA,NA,2023-06-14,6
"4648","2jun",9,"w","cadi",2,53,NA,NA,NA,NA,2023-06-14,6
"4649","2jun",5,"wp","cadi",2,13,NA,NA,NA,NA,2023-06-14,6
"4650","2jun",5,"wp","cadi",2,12,NA,NA,NA,NA,2023-06-14,6
"4651","2jun",5,"wp","cadi",2,10,NA,NA,NA,NA,2023-06-14,6
"4652","2jun",5,"wp","cadi",2,9,NA,NA,NA,NA,2023-06-14,6
"4653","2jun",14,"c","crca",2,57,NA,NA,NA,NA,2023-06-14,6
"4654","2jun",14,"c","crca",2,27,NA,NA,NA,NA,2023-06-14,6
"4655","2jun",14,"c","cyec",2,47,NA,NA,NA,NA,2023-06-14,6
"4656","2jun",14,"c","cyec",2,45,NA,NA,NA,NA,2023-06-14,6
"4657","2jun",14,"c","cyec",2,41,NA,NA,NA,NA,2023-06-14,6
"4658","2jun",2,"c","cyec",2,36,NA,NA,NA,NA,2023-06-14,6
"4659","2jun",4,"wp","elre",2,13,NA,NA,NA,NA,2023-06-14,6
"4660","2jun",4,"wp","fear",2,16,NA,NA,NA,NA,2023-06-14,6
"4661","2jun",1,"w","gedi",2,33.5,NA,NA,NA,NA,2023-06-14,6
"4662","2jun",11,"c","gedi",2,24,NA,NA,NA,NA,2023-06-14,6
"4663","2jun",16,"w","homu",2,70,NA,NA,NA,NA,2023-06-14,6
"4664","2jun",16,"w","homu",2,55,NA,NA,NA,NA,2023-06-14,6
"4665","2jun",2,"c","homu",2,34,NA,NA,NA,NA,2023-06-14,6
"4666","2jun",2,"c","homu",2,31,NA,NA,NA,NA,2023-06-14,6
"4667","2jun",1,"w","hyra",2,54,NA,NA,NA,NA,2023-06-14,6
"4668","2jun",1,"w","hyra",2,40,NA,NA,NA,NA,2023-06-14,6
"4669","2jun",2,"c","me",2,57,NA,NA,NA,NA,2023-06-14,6
"4670","2jun",2,"c","me",2,41,NA,NA,NA,NA,2023-06-14,6
"4671","2jun",2,"c","me",2,39,NA,NA,NA,NA,2023-06-14,6
"4672","2jun",2,"c","me",2,24,NA,NA,NA,NA,2023-06-14,6
"4673","2jun",16,"w","mear",2,43,NA,NA,NA,NA,2023-06-14,6
"4674","2jun",1,"w","mear",2,26.5,NA,NA,NA,NA,2023-06-14,6
"4675","2jun",16,"w","mear",2,22,NA,NA,NA,NA,2023-06-14,6
"4676","2jun",11,"c","plla",2,59,NA,NA,NA,NA,2023-06-14,6
"4677","2jun",7,"c","plla",2,59,NA,NA,NA,NA,2023-06-14,6
"4678","2jun",7,"c","plla",2,42.5,NA,NA,NA,NA,2023-06-14,6
"4679","2jun",14,"c","poan",2,81,NA,NA,NA,NA,2023-06-14,6
"4680","2jun",14,"c","poan",2,80,NA,NA,NA,NA,2023-06-14,6
"4681","2jun",14,"c","poan",2,73,NA,NA,NA,NA,2023-06-14,6
"4682","2jun",14,"c","poan",2,51,NA,NA,NA,NA,2023-06-14,6
"4683","2jun",7,"c","rucr",2,27,NA,NA,NA,NA,2023-06-14,6
"4684","2jun",1,"w","shar",2,44,NA,NA,NA,NA,2023-06-14,6
"4685","2jun",2,"c","shar",2,44,NA,NA,NA,NA,2023-06-14,6
"4686","2jun",1,"w","shar",2,39.5,NA,NA,NA,NA,2023-06-14,6
"4687","2jun",1,"w","shar",2,32,NA,NA,NA,NA,2023-06-14,6
"4688","2jun",2,"c","shar",2,28,NA,NA,NA,NA,2023-06-14,6
"4689","2jun",2,"c","shar",2,26,NA,NA,NA,NA,2023-06-14,6
"4690","2jun",2,"c","tono",2,91,NA,NA,NA,NA,2023-06-14,6
"4691","2jun",2,"c","tono",2,85,NA,NA,NA,NA,2023-06-14,6
"4692","2jun",2,"c","tono",2,82,NA,NA,NA,NA,2023-06-14,6
"4693","2jun",2,"c","tono",2,75,NA,NA,NA,NA,2023-06-14,6
"4694","2jun",2,"c","tono",2,74,NA,NA,NA,NA,2023-06-14,6
"4695","2jun",2,"c","tono",2,72,NA,NA,NA,NA,2023-06-14,6
"4696","2jun",2,"c","tono",2,70,NA,NA,NA,NA,2023-06-14,6
"4697","2jun",2,"c","tono",2,60,NA,NA,NA,NA,2023-06-14,6
"4698","2jun",2,"c","tono",2,57,NA,NA,NA,NA,2023-06-14,6
"4699","2jun",1,"w","tono",2,53,NA,NA,NA,NA,2023-06-14,6
"4700","2jun",1,"w","tono",2,48,NA,NA,NA,NA,2023-06-14,6
"4701","2jun",2,"c","tono",2,39,NA,NA,NA,NA,2023-06-14,6
"4702","2jun",2,"c","tono",2,39,NA,NA,NA,NA,2023-06-14,6
"4703","2jun",1,"w","tono",2,38,NA,NA,NA,NA,2023-06-14,6
"4704","2jun",2,"c","tono",2,25,NA,NA,NA,NA,2023-06-14,6
"4705","2jun",2,"c","tono",2,15,NA,NA,NA,NA,2023-06-14,6
"4706","2jun",2,"c","tono",2,12,NA,NA,NA,NA,2023-06-14,6
"4707","2jun",2,"c","visa",2,54,NA,NA,NA,NA,2023-06-14,6
"4708","2jun",2,"c","visa",2,38,NA,NA,NA,NA,2023-06-14,6
"4709","2jun",2,"c","visa",2,34,NA,NA,NA,NA,2023-06-14,6
"4710","3jun",1,"w","brst",2,NA,NA,NA,NA,NA,2023-06-28,6
"4711","3jun",11,"c","gafr",2,NA,NA,NA,NA,NA,2023-06-28,6
"4712","3jun",11,"c","trre",2,NA,NA,NA,NA,NA,2023-06-28,6
"4713","3jun",13,"wp","gafr",2,NA,NA,NA,NA,NA,2023-06-28,6
"4714","3jun",14,"c","bepe",2,NA,NA,NA,NA,NA,2023-06-28,6
"4715","3jun",14,"c","gedi",2,NA,NA,NA,NA,NA,2023-06-28,6
"4716","3jun",14,"c","shar",2,NA,NA,NA,NA,NA,2023-06-28,6
"4717","3jun",14,"c","trre",2,NA,NA,NA,NA,NA,2023-06-28,6
"4718","3jun",9,"w","bepe",2,NA,NA,NA,NA,NA,2023-06-28,6
"4719","3jun",9,"w","cyec",2,NA,NA,NA,NA,NA,2023-06-28,6
"4720","3jun",16,"w","libi",2,70,NA,0.09,NA,0.11,2023-06-28,6
"4721","3jun",1,"w","visa",2,64,NA,0.02,2.5,NA,2023-06-28,6
"4722","3jun",16,"w","toar",2,58,NA,0.05,NA,0.08,2023-06-28,6
"4723","3jun",16,"w","libi",2,57,NA,0.1,NA,0.09,2023-06-28,6
"4724","3jun",16,"w","libi",2,56,NA,0.08,NA,0.09,2023-06-28,6
"4725","3jun",16,"w","toar",2,56,NA,0.04,NA,0.07,2023-06-28,6
"4726","3jun",8,"w","coar",2,56,NA,0.08,1,NA,2023-06-28,6
"4727","3jun",1,"w","cadi",2,53,11,NA,3.3,NA,2023-06-28,6
"4728","3jun",8,"w","gedi",2,53,NA,0.12,2,NA,2023-06-28,6
"4729","3jun",16,"w","cadi",2,52,11.5,NA,4,NA,2023-06-28,6
"4730","3jun",2,"c","libi",2,48,NA,0.03,NA,0.15,2023-06-28,6
"4731","3jun",16,"w","toar",2,44,NA,0.02,NA,0.04,2023-06-28,6
"4732","3jun",16,"w","toar",2,44,NA,0.04,NA,0.06,2023-06-28,6
"4733","3jun",2,"c","cyec",2,44,NA,0.04,NA,0.19,2023-06-28,6
"4734","3jun",9,"w","shar",2,43,NA,0.04,NA,0.05,2023-06-28,6
"4735","3jun",9,"w","shar",2,39,NA,0.03,NA,0.05,2023-06-28,6
"4736","3jun",2,"c","cyec",2,37,NA,0.21,NA,0.13,2023-06-28,6
"4737","3jun",8,"w","trre",2,35,NA,0.17,1.7,NA,2023-06-28,6
"4738","3jun",2,"c","cyec",2,32,0.09,NA,0.09,NA,2023-06-28,6
"4739","3jun",2,"c","cyec",2,31,NA,0.15,NA,0.1,2023-06-28,6
"4740","3jun",2,"c","cyec",2,30,NA,0.09,NA,0.09,2023-06-28,6
"4741","3jun",8,"w","coar",2,27,NA,0.08,2,NA,2023-06-28,6
"4742","3jun",6,"p","coar",2,23.5,1.8,NA,0.8,NA,2023-06-28,6
"4743","3jun",3,"p","coar",2,18.5,4,NA,3.5,NA,2023-06-28,6
"4744","3jun",5,"wp","plla",2,17.5,3.8,NA,3.5,NA,2023-06-28,6
"4745","3jun",10,"p","plla",2,15,3,NA,3.9,NA,2023-06-28,6
"4746","3jun",13,"wp","plla",2,15,4.5,NA,5,NA,2023-06-28,6
"4747","3jun",3,"p","coar",2,15,3.1,NA,2.7,NA,2023-06-28,6
"4748","3jun",12,"wp","coar",2,14,NA,0.2,1.6,NA,2023-06-28,6
"4749","3jun",4,"wp","cadi",2,14,8,NA,2.5,NA,2023-06-28,6
"4750","3jun",12,"wp","trre",2,12,2.9,NA,2.2,NA,2023-06-28,6
"4751","3jun",13,"wp","plla",2,11,2,NA,2.5,NA,2023-06-28,6
"4752","3jun",13,"wp","plla",2,10,1.5,NA,2,NA,2023-06-28,6
"4753","3jun",3,"p","plla",2,10,5.5,NA,6,NA,2023-06-28,6
"4754","3jun",5,"wp","plla",2,8.5,1.5,NA,2.2,NA,2023-06-28,6
"4755","3jun",12,"wp","trre",2,8,2.1,NA,1.5,NA,2023-06-28,6
"4756","3jun",5,"wp","shar",2,6,1,NA,1.2,NA,2023-06-28,6
"4757","3jun",3,"p","shar",2,5.5,1.3,NA,1.5,NA,2023-06-28,6
"4758","3jun",3,"p","lyar",2,5,2.6,NA,3.2,NA,2023-06-28,6
"4759","3jun",3,"p","shar",2,5,1.3,NA,1.5,NA,2023-06-28,6
"4760","3jun",4,"wp","lyar",2,5,1.8,NA,2,NA,2023-06-28,6
"4761","3jun",5,"wp","shar",2,5,1.2,NA,0.8,NA,2023-06-28,6
"4762","3jun",3,"p","shar",2,3.5,0.8,NA,1.2,NA,2023-06-28,6
"4763","3jun",4,"wp","lyar",2,3.5,2.1,NA,1.8,NA,2023-06-28,6
"4764","3jun",3,"p","shar",2,3,0.9,NA,0.8,NA,2023-06-28,6
"4765","3jun",3,"p","shar",2,3,0.8,NA,0.6,NA,2023-06-28,6
"4766","3jun",5,"wp","shar",2,3,NA,0.07,NA,0.13,2023-06-28,6
"4767","4jul",16,"w","libi",2,61,NA,0.08,NA,0.07,2023-07-11,7
"4768","4jul",16,"w","libi",2,57.5,NA,0.07,NA,0.11,2023-07-11,7
"4769","4jul",16,"w","libi",2,53,NA,0.06,NA,0.1,2023-07-11,7
"4770","4jul",16,"w","libi",2,52,NA,0.04,NA,0.05,2023-07-11,7
"4771","4jul",3,"p","plla",2,22,7.9,NA,0.7,NA,2023-07-11,7
"4772","4jul",8,"w","coar",2,22,0.9,NA,2.5,NA,2023-07-11,7
"4773","4jul",9,"w","trre",2,21,NA,0.26,1.1,NA,2023-07-11,7
"4774","4jul",5,"wp","dagl",2,20,1.2,NA,0.8,NA,2023-07-11,7
"4775","4jul",8,"w","coar",2,20,NA,0.1,1.5,NA,2023-07-11,7
"4776","4jul",9,"w","shar",2,20,NA,0.03,NA,0.02,2023-07-11,7
"4777","4jul",5,"wp","dagl",2,19.5,2.5,NA,1.7,NA,2023-07-11,7
"4778","4jul",9,"w","trre",2,19,1.3,NA,2,NA,2023-07-11,7
"4779","4jul",15,"p","elre",2,17,1.3,NA,1.5,NA,2023-07-11,7
"4780","4jul",3,"p","coar",2,17,2.8,NA,2.5,NA,2023-07-11,7
"4781","4jul",5,"wp","dagl",2,17,1.5,NA,1.3,NA,2023-07-11,7
"4782","4jul",3,"p","plla",2,14,2.7,NA,2.9,NA,2023-07-11,7
"4783","4jul",2,"c","asteraceae",2,13,5,NA,4.5,NA,2023-07-11,7
"4784","4jul",3,"p","coar",2,12.5,2.6,NA,2.1,NA,2023-07-11,7
"4785","4jul",3,"p","lyar",2,12.5,2.2,NA,3.2,NA,2023-07-11,7
"4786","4jul",15,"p","dagl",2,11.5,1.5,NA,1,NA,2023-07-11,7
"4787","4jul",4,"wp","shar",2,11.5,2.4,NA,0.8,NA,2023-07-11,7
"4788","4jul",9,"w","bepe",2,11,2,NA,2.1,NA,2023-07-11,7
