"","sampling","treatment","date","month","code","species","family","genus_level","species_level","abundance","n_species","total_abundance"
"721","9","c",2023-10-04,"Oct","libi","Linum bienne","Linaceae","Linum","bienne",0.25,15,72.75
"722","9","c",2023-10-04,"Oct","pore","Potentilla reptans","Rosaceae","Potentilla","reptans",0.25,15,72.75
"723","9","c",2023-10-04,"Oct","fear","Festuca arundinacea","Poaceae","Festuca","arundinacea",8.25,15,72.75
"724","9","p",2023-10-04,"Oct","plla","Plantago lanceolata","Plantaginaceae","Plantago","lanceolata",2.75,18,75.75
"725","9","p",2023-10-04,"Oct","dagl","Dactilys glomerata","Poaceae","Dactilys","glomerata",1.25,18,75.75
"726","9","p",2023-10-04,"Oct","elre","Elymus repens","Poaceae","Elymus","repens",12.5,18,75.75
"727","9","p",2023-10-04,"Oct","mean","Mercurialis annua","Euphorbiaceae","Mercurialis","annua",3.5,18,75.75
"728","9","p",2023-10-04,"Oct","ch","Chenopodium sp","Amaranthaceae","Chenopodium",NA,8.5,18,75.75
"729","9","p",2023-10-04,"Oct","melu","Medicago lupulina","Fabaceae","Medicago","lupulina",1.25,18,75.75
"730","9","p",2023-10-04,"Oct","shar","Sherardia armensis","Rubeaceae","Sherardia","armensis",3.25,18,75.75
"731","9","p",2023-10-04,"Oct","fear","Festuca arundinacea","Poaceae","Festuca","arundinacea",5,18,75.75
"732","9","p",2023-10-04,"Oct","gedi","Geranium dissectum","Geraniaceae","Geranium","dissectum",5,18,75.75
"733","9","p",2023-10-04,"Oct","pore","Potentilla reptans","Rosaceae","Potentilla","reptans",11,18,75.75
"734","9","p",2023-10-04,"Oct","to","Torilis sp","Apieaceae","Torilis","sp",0.75,18,75.75
"735","9","p",2023-10-04,"Oct","mear","Medicago arabica","Fabaceae","Medicago","arabica",4,18,75.75
"736","9","p",2023-10-04,"Oct","bepe","Bellis perennis","Asteraceae","Bellis","perennis",1.25,18,75.75
"737","9","p",2023-10-04,"Oct","vepe","Veronica persica","Plantaginaceae","Veronica","persica",1,18,75.75
"738","9","p",2023-10-04,"Oct","trfr","Trifolium fragiferum","Fabaceae","Trifolium","fragiferum",2,18,75.75
"739","9","p",2023-10-04,"Oct","veof","Verbena officinalis","Verbenaceae","Verbena","officinalis",2.25,18,75.75
"740","9","p",2023-10-04,"Oct","coar","Convolvulus arvensis","Convolvulaceae","Convolvulus","arvensis",8.25,18,75.75
"741","9","p",2023-10-04,"Oct","lyar","Lysimachia arvensis","Primulaceae","Lysimachia","arvensis",2.25,18,75.75
"742","9","w",2023-10-04,"Oct","shar","Sherardia armensis","Rubeaceae","Sherardia","armensis",2,14,56.45
"743","9","w",2023-10-04,"Oct","to","Torilis sp","Apieaceae","Torilis","sp",1.25,14,56.45
"744","9","w",2023-10-04,"Oct","trfr","Trifolium fragiferum","Fabaceae","Trifolium","fragiferum",0.5,14,56.45
"745","9","w",2023-10-04,"Oct","cadi","Carex divulsa","Cyperaceae","Carex","divulsa",2,14,56.45
"746","9","w",2023-10-04,"Oct","elre","Elymus repens","Poaceae","Elymus","repens",22.5,14,56.45
"747","9","w",2023-10-04,"Oct","plla","Plantago lanceolata","Plantaginaceae","Plantago","lanceolata",0.75,14,56.45
"748","9","w",2023-10-04,"Oct","visa","Vicia sativa","Fabaceae","Vicia","sativa",0.25,14,56.45
"749","9","w",2023-10-04,"Oct","coar","Convolvulus arvensis","Convolvulaceae","Convolvulus","arvensis",9.25,14,56.45
"750","9","w",2023-10-04,"Oct","fear","Festuca arundinacea","Poaceae","Festuca","arundinacea",11.5,14,56.45
"751","9","w",2023-10-04,"Oct","pore","Potentilla reptans","Rosaceae","Potentilla","reptans",1.5,14,56.45
"752","9","w",2023-10-04,"Oct","bepe","Bellis perennis","Asteraceae","Bellis","perennis",0.75,14,56.45
"753","9","w",2023-10-04,"Oct","gedi","Geranium dissectum","Geraniaceae","Geranium","dissectum",3.7,14,56.45
"754","9","w",2023-10-04,"Oct","rabu","Ranunculus bulbosus","Ranunculaceae","Ranunculus","bulbosus",0.25,14,56.45
"755","9","w",2023-10-04,"Oct","libi","Linum bienne","Linaceae","Linum","bienne",0.25,14,56.45
"756","9","wp",2023-10-04,"Oct","mean","Mercurialis annua","Euphorbiaceae","Mercurialis","annua",0.25,15,65.375
"757","9","wp",2023-10-04,"Oct","ch","Chenopodium sp","Amaranthaceae","Chenopodium",NA,0.5,15,65.375
"758","9","wp",2023-10-04,"Oct","melu","Medicago lupulina","Fabaceae","Medicago","lupulina",1,15,65.375
"759","9","wp",2023-10-04,"Oct","shar","Sherardia armensis","Rubeaceae","Sherardia","armensis",1,15,65.375
"760","9","wp",2023-10-04,"Oct","coar","Convolvulus arvensis","Convolvulaceae","Convolvulus","arvensis",10,15,65.375
"761","9","wp",2023-10-04,"Oct","plla","Plantago lanceolata","Plantaginaceae","Plantago","lanceolata",11,15,65.375
"762","9","wp",2023-10-04,"Oct","to","Torilis sp","Apieaceae","Torilis","sp",0.125,15,65.375
"763","9","wp",2023-10-04,"Oct","gedi","Geranium dissectum","Geraniaceae","Geranium","dissectum",1.25,15,65.375
"764","9","wp",2023-10-04,"Oct","lyar","Lysimachia arvensis","Primulaceae","Lysimachia","arvensis",2.5,15,65.375
"765","9","wp",2023-10-04,"Oct","bepe","Bellis perennis","Asteraceae","Bellis","perennis",0.25,15,65.375
"766","9","wp",2023-10-04,"Oct","elre","Elymus repens","Poaceae","Elymus","repens",24,15,65.375
"767","9","wp",2023-10-04,"Oct","cadi","Carex divulsa","Cyperaceae","Carex","divulsa",3.5,15,65.375
"768","9","wp",2023-10-04,"Oct","mear","Medicago arabica","Fabaceae","Medicago","arabica",1.5,15,65.375
"769","9","wp",2023-10-04,"Oct","vepe","Veronica persica","Plantaginaceae","Veronica","persica",4.5,15,65.375
"770","9","wp",2023-10-04,"Oct","fear","Festuca arundinacea","Poaceae","Festuca","arundinacea",4,15,65.375
